Players,Team,Possessions,SQ PPP,SQ PPP Rank,Good_Possession_Rate,Bad_Possession_Rate,Rim_and_3_rate,Assists_per_game,Actual_Win_Percentage,SQ_Assists_per_game,SQ_Passing_Points_Created_per_game
"Jonah Carrasco","IUPUI",69,1.16,0.8273336124,0.5058823529,0.2117647059,0.8214285714,0.7,,"",""
"Jonathan Magbo","Missouri St.",184,1.16,0.8323566346,0.533632287,0.197309417,0.7973856209,1.5,,"",""
"Jordan Dingle","Penn",479,1.16,0.8338216827,0.3776595745,0.2180851064,0.7433414044,2.2,,"",""
"Justice Ajogbor","Harvard",140,1.16,0.8197990791,0.4294478528,0.282208589,0.8278688525,0.6,,"",""
"Kebba Njie","Penn St.",88,1.16,0.8336123901,0.4466019417,0.2038834951,0.8289473684,0.5,,"",""
"Keenan Fitzmorris","Stony Brook",204,1.16,0.8156132273,0.4251012146,0.3400809717,0.5789473684,1.3,,"",""
"Keli Leaupepe","Loyola Marymount",324,1.16,0.8348681457,0.4234693878,0.2346938776,0.7380073801,1.2,,"",""
"Kihei Clark","Virginia",268,1.16,0.8306822938,0.472392638,0.3374233129,0.8288288288,5.7,,"",""
"Killian Gribben","Siena",42,1.16,0.8131017162,0.3541666667,0.1666666667,0.9736842105,0.4,,"",""
"Kobe Brown","Missouri",333,1.16,0.8250313939,0.4045801527,0.3944020356,0.8601398601,2.6,,"",""
"Kobe Knox","Grand Canyon",86,1.16,0.8141481792,0.419047619,0.1619047619,0.9295774648,0.8,,"",""
"Kobe MaGee","Drexel",38,1.16,0.8143574717,0.3414634146,0.2682926829,0.9166666667,0.5,,"",""
"Ladarius Marshall","Alcorn St.",52,1.16,0.8116366681,0.6231884058,0.231884058,0.7368421053,0.1,,"",""
"Lajae Jones","Tarleton St.",13,1.16,0.8174968606,0.3333333333,0.3333333333,0.9166666667,0,,"",""
"Leo DeBruhl","UC Davis",97,1.16,0.8281707828,0.4033613445,0.3193277311,0.8625,1.8,,"",""
"Logan Johnson","Saint Mary's",370,1.16,0.8285893679,0.4791666667,0.2662037037,0.897515528,3.5,,"",""
"Lucas Monroe","Penn",117,1.16,0.8319380494,0.5277777778,0.2708333333,0.7578947368,2.1,,"",""
"Malcolm Dandridge","Memphis",56,1.16,0.8177061532,0.5211267606,0.1830985915,0.9333333333,0.5,,"",""
"Manny Obaseki","Texas A&M",86,1.16,0.8162411051,0.5,0.2596153846,0.7916666667,1.4,,"",""
"Markquis Nowell","Kansas St.",420,1.16,0.8151946421,0.404296875,0.29296875,0.818443804,7.6,,"",""
"Matt Allocco","Princeton",215,1.16,0.8350774383,0.4615384615,0.1538461538,0.8578947368,2.2,,"",""
"Max Amadasun","St. Bonaventure",20,1.16,0.8294265383,0.4782608696,0.347826087,0.7058823529,0.3,,"",""
"Max Shulga","Utah St.",283,1.16,0.8329845123,0.4149855908,0.1757925072,0.7510729614,3.8,,"",""
"Mekhi Lairy","Miami OH",359,1.16,0.8317287568,0.31678487,0.3073286052,0.7637540453,4,,"",""
"Mitchell Saxen","Saint Mary's",301,1.16,0.8248221013,0.4555555556,0.1555555556,0.8941176471,1.8,,"",""
"Myles Burns","Mississippi",223,1.16,0.8296358309,0.4615384615,0.3884615385,0.8350515464,1.2,,"",""
"Nate Johnson","Akron",94,1.16,0.8145667643,0.3465346535,0.2376237624,0.8314606742,0.9,,"",""
"Nathan Mensah","San Diego St.",152,1.16,0.8304730013,0.5132275132,0.2751322751,0.5609756098,0.5,,"",""
"Nijel Pack","Miami FL",317,1.16,0.8112180829,0.3038348083,0.2595870206,0.7466666667,2.5,,"",""
"Noah Baumann","Grand Canyon",148,1.16,0.822938468,0.3372093023,0.1511627907,0.8846153846,0.6,,"",""
"Noah Clowney","Alabama",227,1.16,0.8170782754,0.458781362,0.3225806452,0.9572192513,0.8,,"",""
"Obinna Anochili-Killen","Marshall",231,1.16,0.8105902051,0.5090909091,0.4036363636,0.7715736041,1,,"",""
"Osborn Shema","Iona",143,1.16,0.8346588531,0.4110429448,0.4110429448,0.7265625,1.7,,"",""
"Philip Alston","Loyola Chicago",347,1.16,0.821892005,0.4697674419,0.2093023256,0.8191489362,1,,"",""
"Reed Bailey","Davidson",126,1.16,0.8292172457,0.4121621622,0.2432432432,0.9082568807,0.8,,"",""
"Riley Abercrombie","Northern Colorado",149,1.16,0.8160318125,0.2134146341,0.1524390244,0.9416058394,0.8,,"",""
"Riley Kugel","Florida",208,1.16,0.8135203014,0.393442623,0.2172131148,0.8611111111,1,,"",""
"RJ Godfrey","Clemson",66,1.16,0.8214734198,0.4197530864,0.1728395062,0.8727272727,0.4,,"",""
"Ronald Williams","Mississippi Valley St.",10,1.16,0.8352867308,0.6666666667,0.2666666667,0.5,0.1,,"",""
"Ryan Moffatt","Colgate",213,1.16,0.8344495605,0.247826087,0.1260869565,0.945,1.7,,"",""
"Ryan Schmitt","Illinois St.",12,1.16,0.8262871494,0.4615384615,0.3076923077,0.6363636364,0.1,,"",""
"Sam Devault","Bellarmine",26,1.16,0.8340309753,0.2333333333,0.1,0.9130434783,0.1,,"",""
"Sam Hoiberg","Nebraska",40,1.16,0.827542905,0.3541666667,0.2083333333,0.8529411765,0.4,,"",""
"Samson Johnson","Connecticut",9,1.16,0.812683131,0.4545454545,0.2727272727,0.75,0.3,,"",""
"Sean Jones","Marquette",106,1.16,0.8221012976,0.3658536585,0.2682926829,0.9130434783,1.2,,"",""
"Shamar Givance","UTEP",246,1.16,0.832147342,0.4224422442,0.1584158416,0.8109452736,4,,"",""
"Shemar Wilson","UT Arlington",180,1.16,0.8114273755,0.4936170213,0.2085106383,0.8235294118,0.7,,"",""
"Tarris Reed","Michigan",92,1.16,0.8256592717,0.5462184874,0.1428571429,0.8450704225,0.1,,"",""
"Terell Strickland","James Madison",39,1.16,0.8298451235,0.4130434783,0.3260869565,0.8823529412,1.8,,"",""
"Tom Welch","Loyola Chicago",134,1.16,0.8302637087,0.3949044586,0.2165605096,0.8879310345,1.6,,"",""
"Toni Rocak","San Francisco",27,1.16,0.8110087903,0.5833333333,0.25,0.9,0.7,,"",""
"Tyree Ihenacho","James Madison",81,1.16,0.8147760569,0.3541666667,0.125,1,2.3,,"",""
"Tyzhaun Claude","Western Carolina",326,1.16,0.8189619087,0.4963144963,0.2383292383,0.7490494297,0.6,,"",""
"Ven-Allen Lubin","Notre Dame",119,1.16,0.8267057346,0.4029850746,0.2313432836,0.7663551402,0.4,,"",""
"Will Johnston","UT Rio Grande Valley",281,1.16,0.8200083717,0.3760932945,0.221574344,0.8197424893,3.7,,"",""
"Will Pruit","Lipscomb",209,1.16,0.8202176643,0.3675889328,0.185770751,0.8457142857,3,,"",""
"Xavier Johnson","Indiana",99,1.16,0.8133110088,0.4380165289,0.2066115702,0.756097561,4.9,,"",""
"Zaakir Williamson","Buffalo",9,1.16,0.8227291754,0.4545454545,0.3636363636,1,0.8,,"",""
"Zach Loveday","Baylor",11,1.16,0.8216827124,0.5384615385,0.2307692308,0.7,0,,"",""
"Adama Bal","Arizona",57,1.15,0.8066136459,0.3432835821,0.1492537313,0.82,0.8,,"",""
"Adong Makuoi","Tennessee St.",183,1.15,0.7940560904,0.497716895,0.296803653,0.8376623377,0.4,,"",""
"Ahren Freeman","UT Rio Grande Valley",137,1.15,0.8084972792,0.4821428571,0.2142857143,0.9196428571,1,,"",""
"Aidan Noyes","Richmond",8,1.15,0.8011720385,0.125,0.125,0.875,0,,"",""
"AJ McKee","Queens of Charlotte",373,1.15,0.7835914609,0.399122807,0.1798245614,0.8338762215,1.7,,"",""
"Alonzo Sule","James Madison",107,1.15,0.7971954793,0.4242424242,0.2954545455,0.8522727273,0.6,,"",""
"Andre Screen","Bucknell",232,1.15,0.8074508162,0.4680851064,0.2092198582,0.7720207254,1.3,,"",""
"Andy Barba","Duquesne",4,1.15,0.8049393051,0.25,0,1,0,,"",""
"Anthony Cooper","Marist",32,1.15,0.7881958979,0.4523809524,0.2380952381,0.84,1.8,,"",""
"Austin Johnson","North Carolina A&T",117,1.15,0.7825449979,0.4172661871,0.3021582734,0.73,0.7,,"",""
"Aymeric Toussaint","Marshall",21,1.15,0.8082879866,0.6071428571,0.1785714286,1,0.2,,"",""
"Azuolas Tubelis","Arizona",443,1.15,0.8043114274,0.3853564547,0.2620423892,0.772845953,2,,"",""
"Baylor Scheierman","Creighton",325,1.15,0.7873587275,0.3664772727,0.2102272727,0.8355263158,3,,"",""
"Brandon Lieb","Illinois",14,1.15,0.799916283,0.5294117647,0.2352941176,0.8333333333,0.3,,"",""
"Brendan Wenzel","Wyoming",132,1.15,0.7913352867,0.3116883117,0.1233766234,0.8859649123,0.6,,"",""
"Brett Rumpel","St. Bonaventure",40,1.15,0.7831728757,0.4,0.24,0.8125,1.4,,"",""
"Brody Peebles","Liberty",172,1.15,0.7854750942,0.2804232804,0.1216931217,0.893081761,0.5,,"",""
"Cade Tyson","Belmont",292,1.15,0.7944746756,0.376119403,0.2746268657,0.7170542636,0.9,,"",""
"Cedric Henderson","Arizona",181,1.15,0.8003348681,0.3366336634,0.2623762376,0.7757575758,1.1,,"",""
"Chris Shelton","Youngstown St.",14,1.15,0.7978233571,0.3125,0.25,1,0.2,,"",""
"Collin Moore","Georgia St.",124,1.15,0.8022185015,0.4066666667,0.2466666667,0.9038461538,1.1,,"",""
"D'Auntray Pierce","Radford",12,1.15,0.7955211386,0.6,0.2,0.6666666667,0.3,,"",""
"D'Moi Hodge","Missouri",316,1.15,0.8078694014,0.2840909091,0.0823863636,0.9652777778,1.6,,"",""
"Daimion Collins","Kentucky",45,1.15,0.7844286312,0.5438596491,0.350877193,0.6111111111,0.2,,"",""
"Daivien Williamson","Wake Forest",189,1.15,0.7900795312,0.2028985507,0.2463768116,0.8620689655,0.7,,"",""
"David Kamwanga","Tennessee Martin",19,1.15,0.7852658016,0.4347826087,0.0869565217,0.875,0.4,,"",""
"David McCullough","Morgan St.",61,1.15,0.7980326496,0.4473684211,0.3026315789,0.86,0.7,,"",""
"Dawson Baker","UC Irvine",350,1.15,0.8013813311,0.3447432763,0.2787286064,0.6765676568,1,,"",""
"Daylen Williams","UT Rio Grande Valley",112,1.15,0.789660946,0.3609022556,0.1278195489,0.8854166667,2.2,,"",""
"Delrecco Gillespie","Kent St.",30,1.15,0.7817078275,0.4444444444,0.3055555556,0.8076923077,0.1,,"",""
"Derek Ballard","Eastern Michigan",9,1.15,0.8051485977,0.3,0.2,1,0.1,,"",""
"Derrian Ford","Arkansas",11,1.15,0.7932189201,0.3846153846,0.3076923077,0.8888888889,1,,"",""
"Desi Sills","Kansas St.",218,1.15,0.80452072,0.4329501916,0.3563218391,0.847826087,2.2,,"",""
"Devin Carter","Providence",332,1.15,0.781498535,0.4512195122,0.2951219512,0.7592592593,2.4,,"",""
"Dominick Welch","Alabama",38,1.15,0.79886982,0.2380952381,0.119047619,1,0.4,,"",""
"Drake Allen","Southern Utah",224,1.15,0.7911259941,0.3674242424,0.2272727273,0.9114583333,3.2,,"",""
"Drew Timme","Gonzaga",460,1.15,0.7888237756,0.4499121265,0.2038664323,0.7058823529,3.3,,"",""
"Dyondre Dominguez","Massachusetts",188,1.15,0.8007534533,0.3644859813,0.2242990654,0.8143712575,1.1,,"",""
"Eli Sparkman","South Carolina",4,1.15,0.7919631645,0.4,0,1,1,,"",""
"Elijah Gray","Fordham",78,1.15,0.8009627459,0.4315789474,0.2526315789,0.90625,0,,"",""
"Emmanuel Tshimanga","UC San Diego",125,1.15,0.7894516534,0.4596273292,0.2173913043,0.8865979381,0.7,,"",""
"Eric Williams","San Diego",295,1.15,0.7823357053,0.4604105572,0.2521994135,0.7829457364,2.3,,"",""
"Grant Nelson","North Dakota St.",363,1.15,0.8047300126,0.3967517401,0.2853828306,0.7572815534,2,,"",""
"Grant Slatten","Tennessee Tech",90,1.15,0.7982419422,0.3714285714,0.3523809524,0.8101265823,0.5,,"",""
"Isaac Jack","Buffalo",109,1.15,0.788614483,0.4126984127,0.3174603175,0.9473684211,0.3,,"",""
"Isaiah Gray","Cornell",171,1.15,0.8032649644,0.4752475248,0.2920792079,0.9520547945,1.5,,"",""
"J'Wan Roberts","Houston",205,1.15,0.7848472164,0.4255319149,0.2978723404,0.6464088398,1,,"",""
"Jack Nunge","Xavier",336,1.15,0.7965676015,0.3743589744,0.1974358974,0.7337883959,2,,"",""
"Jacob Roberts","Austin Peay",4,1.15,0.7925910423,0.4,0.4,0.75,0,,"",""
"Jacob Wilson","Louisiana Monroe",44,1.15,0.7928003349,0.4107142857,0.3035714286,1,0.5,,"",""
"JaCobi Wood","Murray St.",260,1.15,0.7923817497,0.3785488959,0.2365930599,0.9074074074,4.5,,"",""
"Jaden Cooper","Columbia",40,1.15,0.794265383,0.3541666667,0.1041666667,0.7878787879,0.3,,"",""
"Jaemyn Brakefield","Mississippi",233,1.15,0.8068229385,0.3736263736,0.1758241758,0.8712871287,1.5,,"",""
"Jakari Spence","Monmouth",122,1.15,0.8072415237,0.522875817,0.3006535948,0.618556701,3.4,,"",""
"Jalen Graham","Arkansas",116,1.15,0.8055671829,0.447761194,0.3358208955,0.5490196078,0.7,,"",""
"Jalen Reed","LSU",100,1.15,0.7936375052,0.5378787879,0.1287878788,0.9054054054,0.4,,"",""
"Jamarcus Jones","Jackson St.",154,1.15,0.7806613646,0.5326633166,0.2663316583,0.8898305085,0.3,,"",""
"Jason Thirdkill, Jr.","Lamar",86,1.15,0.7963583089,0.5092592593,0.25,0.884057971,0.3,,"",""
"JD Muila","Southern Illinois",61,1.15,0.785056509,0.2083333333,0.125,0.8461538462,0.5,,"",""
"Jeff Ngandu","UMKC",130,1.15,0.8103809125,0.4900662252,0.2913907285,0.7345132743,0.5,,"",""
"Jerome Hunter","Xavier",159,1.15,0.8097530347,0.4473684211,0.2473684211,0.8074074074,1.2,,"",""
"Joey St Pierre","Portland",53,1.15,0.8041021348,0.453125,0.09375,0.8666666667,0.1,,"",""
"John Hugley","Pittsburgh",55,1.15,0.7984512348,0.447761194,0.2686567164,0.8260869565,0.8,,"",""
"Johnell Davis","Florida Atlantic",258,1.15,0.795311846,0.3333333333,0.1919191919,0.8634361233,1.4,,"",""
"Jordan Hawkins","Connecticut",360,1.15,0.809125157,0.2901678657,0.2613908873,0.8412698413,1.3,,"",""
"Jordan Johnson","Mississippi Valley St.",15,1.15,0.7921724571,0.4444444444,0.3333333333,0.7692307692,0.9,,"",""
"Jordan Johnson","New Orleans",253,1.15,0.786102972,0.560137457,0.1924398625,0.7589285714,4.2,,"",""
"Jordan Kellier","Siena",40,1.15,0.7856843868,0.4,0.12,0.96875,0.7,,"",""
"Jordyn Surratt","USC Upstate",53,1.15,0.8015906237,0.3050847458,0.1355932203,0.8979591837,0.6,,"",""
"Josh Reaves","Mount St. Mary's",9,1.15,0.8024277941,0.2727272727,0.0909090909,0.875,0.5,,"",""
"Julian Reese","Maryland",242,1.15,0.8087065718,0.4915824916,0.2222222222,0.7272727273,0.9,,"",""
"Julius Marble","Texas A&M",240,1.15,0.7959397237,0.4410774411,0.2356902357,0.6205128205,0.4,,"",""
"Kalib Mathews","Queens of Charlotte",183,1.15,0.7842193386,0.3701923077,0.4807692308,0.8902439024,2.2,,"",""
"Keegan Records","Colgate",255,1.15,0.7879866053,0.415282392,0.1860465116,0.8493150685,1.4,,"",""
"Keenon Cole","Lindenwood",274,1.15,0.7810799498,0.34169279,0.197492163,0.8319327731,0.5,,"",""
"Kenny Foster","Wyoming",48,1.15,0.7846379238,0.4655172414,0.2413793103,0.95,0.2,,"",""
"Keon Ambrose-Hylton","SMU",79,1.15,0.7821264127,0.3870967742,0.247311828,0.8970588235,0.3,,"",""
"Keshad Johnson","San Diego St.",174,1.15,0.7827542905,0.5164319249,0.3896713615,0.7272727273,0.7,,"",""
"Khalen Robinson","Texas A&M",27,1.15,0.7986605274,0.5135135135,0.2162162162,0.7,0.8,,"",""
"Khydarius Smith","USC Upstate",163,1.15,0.7871494349,0.4171122995,0.2192513369,0.7172413793,0.5,,"",""
"KJ Buffen","UAB",252,1.15,0.8020092089,0.5032679739,0.2908496732,0.8468899522,1.7,,"",""
"KJ Johnson","North Alabama",309,1.15,0.7865215571,0.4222797927,0.2435233161,0.8152610442,3.3,,"",""
"Kmani Doughty","New Orleans",134,1.15,0.7957304311,0.3850931677,0.3105590062,0.7345132743,1.7,,"",""
"Kuluel Mading","Buffalo",7,1.15,0.7909167015,0.4444444444,0.4444444444,0.6666666667,0,,"",""
"Kyle Braun","Marshall",7,1.15,0.7997069904,0.1428571429,0.2857142857,0.8571428571,0.3,,"",""
"Kymany Houinsou","Washington St.",125,1.15,0.7915445793,0.4482758621,0.3172413793,0.7818181818,1.6,,"",""
"LaDamien Bradford","Louisiana Tech",9,1.15,0.8028463792,0.3333333333,0.5555555556,0.8888888889,2,,"",""
"Legend Geeter","Eastern Michigan",107,1.15,0.7990791126,0.4592592593,0.3037037037,0.7882352941,0.9,,"",""
"Madani Diarra","Bowling Green",3,1.15,0.8093344496,0.5,0.25,1,0,,"",""
"Malik Battle","Coppin St.",34,1.15,0.8064043533,0.4047619048,0.1666666667,0.8148148148,0.2,,"",""
"Marcus Dockery","Howard",160,1.15,0.7974047719,0.2921348315,0.1853932584,0.8551724138,0.9,,"",""
"Mason Grant","Campbell",40,1.15,0.7833821683,0.5,0.3076923077,0.7333333333,0.1,,"",""
"Mate Okros","Drexel",118,1.15,0.7898702386,0.1507936508,0.0634920635,0.963963964,0.9,,"",""
"Matt Cross","Massachusetts",281,1.15,0.8001255756,0.3873873874,0.1861861862,0.8375,1.8,,"",""
"Matt Johnson","Northern Colorado",294,1.15,0.8005441607,0.3558282209,0.1748466258,0.8773234201,3.6,,"",""
"Matt Norman","North Dakota",248,1.15,0.8101716199,0.2545454545,0.0872727273,0.9295154185,1.4,,"",""
"Max Johns","Duke",2,1.15,0.7948932608,0.5,0,1,0.5,,"",""
"Mickey Pearson","Ball St.",158,1.15,0.7917538719,0.4769230769,0.2717948718,0.8139534884,0.6,,"",""
"Mike Woods","Navy",20,1.15,0.7808706572,0.4782608696,0.1304347826,1,0.3,,"",""
"Miles Keeffe","Vanderbilt",5,1.15,0.784010046,0.5,0.3333333333,1,0,,"",""
"Nate Barnhart","Wyoming",39,1.15,0.7892423608,0.3720930233,0.2093023256,0.8611111111,0.5,,"",""
"Nazir Williams","Cornell",218,1.15,0.7838007535,0.3647058824,0.2117647059,0.8306878307,3.2,,"",""
"Nicholas Boyd","Florida Atlantic",173,1.15,0.8059857681,0.2578947368,0.0842105263,0.95,2.6,,"",""
"Nick Jourdain","Temple",158,1.15,0.7904981164,0.4690721649,0.3350515464,0.8384615385,1.2,,"",""
"Nyzaiah Chambers","Norfolk St.",67,1.15,0.7992884052,0.4285714286,0.2207792208,0.813559322,0.5,,"",""
"Otis Frazier","UTEP",141,1.15,0.8070322311,0.4821428571,0.3035714286,0.875,0.6,,"",""
"Owen Lobsinger","Western Michigan",47,1.15,0.7863122645,0.4385964912,0.2280701754,0.8205128205,0.6,,"",""
"Patrick Emilien","Maryland",61,1.15,0.8036835496,0.5180722892,0.2289156627,0.8604651163,0.2,,"",""
"Paul Hudson","Dartmouth",4,1.15,0.8053578903,0.6,0.4,1,1,,"",""
"Pierce Bazil","Houston Baptist",178,1.15,0.808078694,0.3899082569,0.2155963303,0.9183673469,1.8,,"",""
"Preston Phillips","Evansville",88,1.15,0.7869401423,0.4907407407,0.287037037,0.9444444444,1.1,,"",""
"Ra'Heim Moss","Toledo",176,1.15,0.7902888238,0.3684210526,0.3540669856,0.9266666667,2.2,,"",""
"Rasir Bolton","Gonzaga",256,1.15,0.7867308497,0.3047945205,0.2191780822,0.7280701754,2.5,,"",""
"Robert Jeter","Western Illinois",2,1.15,0.7812892424,0.6666666667,0.3333333333,1,0,,"",""
"Ryan Langborg","Princeton",245,1.15,0.7969861867,0.3224637681,0.1557971014,0.9230769231,1.5,,"",""
"Ryan Young","Duke",141,1.15,0.8030556718,0.3930635838,0.2138728324,0.9137931034,1.4,,"",""
"Sam Klores","Brown",5,1.15,0.790707409,0.5714285714,0.1428571429,1,0.2,,"",""
"Seneca Knight","Illinois St.",298,1.15,0.7961490163,0.4502762431,0.2762430939,0.7611336032,1.4,,"",""
"Seny Ndiaye","USC Upstate",39,1.15,0.7877773127,0.58,0.22,0.7333333333,0.2,,"",""
"Shanada Wells","TCU",175,1.15,0.7938467978,0.358974359,0.358974359,0.88125,2.7,,"",""
"Souley Boum","Xavier",369,1.15,0.8038928422,0.4266365688,0.2957110609,0.7451612903,4.6,,"",""
"Taine Murray","Virginia",16,1.15,0.8076601088,0.3888888889,0.3333333333,1,0.5,,"",""
"Taylor Hendricks","UCF",337,1.15,0.7819171201,0.3333333333,0.3049095607,0.8053691275,1.5,,"",""
"Terrell Burden","Kennesaw St.",321,1.15,0.8095437422,0.5075376884,0.2914572864,0.8429118774,4,,"",""
"Terrion Murdix","Texas A&M Corpus Chris",271,1.15,0.7829635831,0.3925233645,0.3239875389,0.7922077922,5.5,,"",""
"Tobias Cameron","Abilene Christian",173,1.15,0.7884051905,0.355450237,0.2227488152,0.8811188811,2.3,,"",""
"Tommy Bruner","Denver",410,1.15,0.7934282126,0.3975659229,0.2738336714,0.7674418605,4.2,,"",""
"Trevon Brazile","Arkansas",91,1.15,0.7976140645,0.4444444444,0.2037037037,0.7662337662,1,,"",""
"Trevor Lakes","Southern Indiana",270,1.15,0.7930096275,0.1379310345,0.1034482759,0.8666666667,1.3,,"",""
"Tuongthach Gatkek","Texas St.",40,1.15,0.8026370866,0.4318181818,0.2272727273,0.8055555556,0.8,,"",""
"Ty Johnson","UC Davis",336,1.15,0.7951025534,0.4219512195,0.3414634146,0.7364620939,2.2,,"",""
"Tyreese Davis","Eastern Washington",207,1.15,0.7967768941,0.3684210526,0.2024291498,0.8920454545,3.8,,"",""
"Tyronn Mosley","Mississippi Valley St.",142,1.15,0.7875680201,0.4146341463,0.262195122,0.768,1.5,,"",""
"Umoja Gibson","DePaul",384,1.15,0.8061950607,0.4027149321,0.1968325792,0.8076923077,4.6,,"",""
"Vasilije Vucinic","Portland",92,1.15,0.8099623273,0.4095238095,0.2857142857,0.8271604938,0.7,,"",""
"Vincent Iwuchukwu","USC",58,1.15,0.7946839682,0.4492753623,0.3188405797,0.612244898,0.1,,"",""
"Wesley Cardet","Chicago St.",353,1.15,0.8017999163,0.433106576,0.3242630385,0.8727915194,2.8,,"",""
"Xavier DuSell","Wyoming",180,1.15,0.7858936794,0.2164948454,0.1597938144,0.9289940828,0.5,,"",""
"Zachary Davis","South Carolina",63,1.15,0.7890330682,0.3623188406,0.4057971014,0.9322033898,0.8,,"",""
"Ze'Rik Onyema","UTEP",137,1.15,0.8089158644,0.5090909091,0.2303030303,0.7130434783,0.4,,"",""
"Zed Key","Ohio St.",227,1.15,0.7994976978,0.4763636364,0.3381818182,0.7473684211,0.8,,"",""
"Aaron Reddish","Albany",155,1.14,0.7634993721,0.4086021505,0.376344086,0.8320610687,0.9,,"",""
"Adam Hess","NJIT",209,1.14,0.7561741314,0.3446808511,0.2510638298,0.7671957672,0.9,,"",""
"Adam Seiko","San Diego St.",110,1.14,0.757429887,0.2113821138,0.1138211382,0.8585858586,0.7,,"",""
"Adante’ Holiman","UT Rio Grande Valley",92,1.14,0.7521975722,0.4,0.2,0.9054054054,2.3,,"",""
"AJ Clayton","Ohio",184,1.14,0.7754290498,0.2871287129,0.1881188119,0.9763313609,0.6,,"",""
"Al-Amir Dawes","Seton Hall",305,1.14,0.7593135203,0.2433234421,0.2077151335,0.8422939068,1.5,,"",""
"Alex Karaban","Connecticut",220,1.14,0.7743825869,0.2396694215,0.1239669421,0.9556650246,1.8,,"",""
"Alvin Tumblin","Stetson",53,1.14,0.7509418167,0.4262295082,0.3442622951,0.8085106383,0.3,,"",""
"Barry Evans","St. Bonaventure",107,1.14,0.7526161574,0.4285714286,0.3109243697,0.6734693878,0.8,,"",""
"Ben Sheppard","Belmont",478,1.14,0.7614064462,0.3327205882,0.1783088235,0.8051643192,3,,"",""
"Blake Hinson","Pittsburgh",376,1.14,0.7764755128,0.3425287356,0.1379310345,0.8753799392,1.2,,"",""
"Boubacar Coulibaly","Pepperdine",49,1.14,0.7789870239,0.5081967213,0.2459016393,0.675,0.4,,"",""
"Braelen Bridges","Georgia",184,1.14,0.7540812055,0.3603603604,0.2432432432,0.4903225806,0.8,,"",""
"Brendan Simmons","Central Arkansas",3,1.14,0.7572205944,0.5,0.5,1,0,,"",""
"Brice Williams","Charlotte",265,1.14,0.7515696944,0.3333333333,0.2124183007,0.7413793103,0.8,,"",""
"Bryce Hopkins","Providence",413,1.14,0.775847635,0.449704142,0.325443787,0.7463126844,2.3,,"",""
"Cam Denson","Pacific",115,1.14,0.7605692758,0.4571428571,0.1714285714,0.9375,0.4,,"",""
"Cameron Bacote","Western Carolina",3,1.14,0.7565927166,0.5,0.25,1,2,,"",""
"Cameron Christon","Grambling St.",279,1.14,0.7524068648,0.3545454545,0.3212121212,0.7322175732,1.4,,"",""
"Carlos Stewart","Santa Clara",386,1.14,0.7505232315,0.3693693694,0.2702702703,0.6882352941,2.3,,"",""
"Carter Hendricksen","North Florida",363,1.14,0.7724989535,0.3505882353,0.2,0.8439490446,2.1,,"",""
